40 - 60 %
2-3 #otimes 0.4-1 GeV/c
Deltaphi  dN/dDeltaphi  stat.   V2_upper(red)  V2_lower (blue)
    1.13     8.3e-05     0.000215      4.89e-05     5.68e-05
    1.42     0.000835     0.00028      0.00022     -0.000116
    1.77     0.00234     0.000228      0.000204     -0.0001
    2.16     0.00438     0.00018      -0.000117     0.000219
    2.45     0.00461     0.000219      -0.000608     0.000682
    2.65     0.00466     0.000205      -0.000991     0.00103
    2.85     0.00423     0.000198      -0.00132     0.00134
    3.04     0.00444     0.000198      -0.00152     0.00151
    3.24     0.00464     0.000198      -0.00152     0.00151
    3.44     0.00439     0.000198      -0.00132     0.00134
    3.63     0.00457     0.000203      -0.000991     0.00103
    3.83     0.00464     0.000216      -0.000608     0.000682
    4.12     0.00442     0.000176      -0.000117     0.000219
    4.52     0.00235     0.000223      0.000204     -0.0001
2-3 #otimes 3-4 GeV/c
Deltaphi  dN/dDeltaphi  stat.   V2_upper(red)  V2_lower (blue)
    -1.42     -5.01e-05     9.82e-05      2.48e-05     -1.06e-05
    -1.13     0.000139     7.8e-05      5.51e-06     8.94e-06
    -0.83     0.000119     6.57e-05      -3.83e-05     5.12e-05
    -0.54     0.000712     6.07e-05      -0.000101     0.000109
    -0.29     0.00213     7.12e-05      -0.000149     0.000153
    -0.15     0.0036     0.000102      -0.000167     0.00017
    -0.05     0.00392     9.98e-05      -0.000173     0.000175
    0.05     0.00411     0.0001      -0.000173     0.000175
    0.15     0.00332     0.0001      -0.000167     0.00017
    0.29     0.0021     7.12e-05      -0.000149     0.000153
    0.54     0.000712     6.06e-05      -0.000101     0.000109
    0.83     7.92e-05     6.55e-05      -3.83e-05     5.12e-05
    1.13     4.72e-05     7.75e-05      5.51e-06     8.94e-06
    1.42     0.000117     9.89e-05      2.48e-05     -1.06e-05
    1.77     0.000239     7.79e-05      2.3e-05     -8.79e-06
    2.16     0.000553     6.24e-05      -1.32e-05     2.72e-05
    2.45     0.000533     7.78e-05      -6.84e-05     7.94e-05
    2.65     0.000736     7.37e-05      -0.000111     0.000119
    2.85     0.000746     7.17e-05      -0.000149     0.000153
    3.04     0.000809     7.14e-05      -0.000171     0.000173
    3.24     0.000866     7.16e-05      -0.000171     0.000173
    3.44     0.000793     7.22e-05      -0.000149     0.000153
    3.63     0.000662     7.37e-05      -0.000111     0.000119
    3.83     0.000591     7.83e-05      -6.84e-05     7.94e-05
    4.12     0.00051     6.27e-05      -1.32e-05     2.72e-05
    4.52     0.000456     7.94e-05      2.3e-05     -8.79e-06
2-3 #otimes 4-5 GeV/c
Deltaphi  dN/dDeltaphi  stat.   V2_upper(red)  V2_lower (blue)
    -1.42     5.44e-05     4.03e-05      1.12e-06     -1.12e-06
    -1.13     -5.12e-06     3.09e-05      -1.97e-06     1.93e-06
    -0.83     3.17e-05     2.62e-05      -8.66e-06     8.26e-06
    -0.54     0.000143     2.43e-05      -1.79e-05     1.67e-05
    -0.29     0.000497     2.95e-05      -2.48e-05     2.3e-05
    -0.15     0.000903     4.31e-05      -2.75e-05     2.53e-05
    -0.05     0.00112     4.38e-05      -2.83e-05     2.61e-05
    0.05     0.00114     4.4e-05      -2.83e-05     2.61e-05
    0.15     0.000859     4.27e-05      -2.75e-05     2.53e-05
    0.29     0.000447     2.9e-05      -2.48e-05     2.3e-05
    0.54     0.000128     2.41e-05      -1.79e-05     1.67e-05
    0.83     3.1e-05     2.61e-05      -8.66e-06     8.26e-06
    1.13     2.48e-05     3.1e-05      -1.97e-06     1.93e-06
    1.42     5.79e-05     4e-05      1.12e-06     -1.12e-06
    1.77     7.49e-06     3.08e-05      8.35e-07     -8.3e-07
    2.16     0.000158     2.54e-05      -4.87e-06     4.7e-06
    2.45     0.000152     3.15e-05      -1.31e-05     1.24e-05
    2.65     0.000194     2.99e-05      -1.94e-05     1.81e-05
    2.85     0.000196     2.9e-05      -2.48e-05     2.3e-05
    3.04     0.000203     2.88e-05      -2.8e-05     2.58e-05
    3.24     0.000169     2.85e-05      -2.8e-05     2.58e-05
    3.44     0.000245     2.96e-05      -2.48e-05     2.3e-05
    3.63     0.000147     2.95e-05      -1.94e-05     1.81e-05
    3.83     0.000202     3.22e-05      -1.31e-05     1.24e-05
    4.12     9.15e-05     2.5e-05      -4.87e-06     4.7e-06
    4.52     6.09e-05     3.16e-05      8.35e-07     -8.3e-07
2-3 #otimes 5-10 GeV/c
Deltaphi  dN/dDeltaphi  stat.   V2_upper(red)  V2_lower (blue)
    -1.42     5.63e-06     3.24e-05      -1.31e-07     1.3e-07
    -1.13     6.72e-05     2.73e-05      -2.1e-06     2.05e-06
    -0.83     1.15e-05     2.18e-05      -6.21e-06     5.9e-06
    -0.54     7.01e-05     1.98e-05      -1.17e-05     1.09e-05
    -0.29     0.000203     2.31e-05      -1.58e-05     1.45e-05
    -0.15     0.000496     3.45e-05      -1.73e-05     1.59e-05
    -0.05     0.000652     3.52e-05      -1.78e-05     1.63e-05
    0.05     0.000694     3.56e-05      -1.78e-05     1.63e-05
    0.15     0.00055     3.46e-05      -1.73e-05     1.59e-05
    0.29     0.000261     2.31e-05      -1.58e-05     1.45e-05
    0.54     5.42e-05     1.87e-05      -1.17e-05     1.09e-05
    0.83     5.62e-05     2.09e-05      -6.21e-06     5.9e-06
    1.13     4.79e-07     2.4e-05      -2.1e-06     2.05e-06
    1.42     6.24e-05     3.25e-05      -1.31e-07     1.3e-07
    1.77     3.17e-05     2.56e-05      -3.16e-07     3.13e-07
    2.16     7.33e-05     2.05e-05      -3.9e-06     3.75e-06
    2.45     7.28e-05     2.56e-05      -8.9e-06     8.35e-06
    2.65     8.95e-05     2.41e-05      -1.26e-05     1.17e-05
    2.85     0.000115     2.34e-05      -1.58e-05     1.45e-05
    3.04     0.000185     2.39e-05      -1.76e-05     1.61e-05
    3.24     0.000179     2.4e-05      -1.76e-05     1.61e-05
    3.44     0.00012     2.38e-05      -1.58e-05     1.45e-05
    3.63     0.000133     2.44e-05      -1.26e-05     1.17e-05
    3.83     0.000112     2.57e-05      -8.9e-06     8.35e-06
    4.12     3.95e-05     1.96e-05      -3.9e-06     3.75e-06
    4.52     -1.1e-05     2.43e-05      -3.16e-07     3.13e-07
3-4 #otimes 0.4-1 GeV/c
Deltaphi  dN/dDeltaphi  stat.   V2_upper(red)  V2_lower (blue)
    -1.42     0.0177     0.00515      0.00573     -0.00548
    -1.13     0.014     0.00491      0.00117     -0.00111
    -0.83     0.0193     0.00421      -0.00723     0.00682
    -0.54     0.0738     0.00364      -0.0173     0.0162
    -0.29     0.162     0.00431      -0.0242     0.0226
    -0.15     0.174     0.00606      -0.0268     0.0249
    -0.05     0.19     0.00605      -0.0275     0.0256
    0.05     0.183     0.00601      -0.0275     0.0256
    0.15     0.183     0.00598      -0.0268     0.0249
    0.29     0.167     0.00422      -0.0242     0.0226
    0.54     0.081     0.00356      -0.0173     0.0162
    0.83     0.0213     0.00411      -0.00723     0.00682
    1.13     0.00389     0.00473      0.00117     -0.00111
    1.42     0.0142     0.00506      0.00573     -0.00548
    1.77     0.0625     0.00465      0.00528     -0.00505
    2.16     0.0907     0.00394      -0.00265     0.00251
    2.45     0.101     0.00501      -0.0123     0.0115
    2.65     0.114     0.0048      -0.0189     0.0176
    2.85     0.118     0.00459      -0.0242     0.0226
    3.04     0.111     0.00442      -0.0272     0.0254
    3.24     0.115     0.00438      -0.0272     0.0254
    3.44     0.11     0.00451      -0.0242     0.0226
    3.63     0.113     0.0047      -0.0189     0.0176
    3.83     0.106     0.00489      -0.0123     0.0115
    4.12     0.0999     0.0038      -0.00265     0.00251
    4.52     0.0472     0.00447      0.00528     -0.00505
3-4 #otimes 1-2 GeV/c
Deltaphi  dN/dDeltaphi  stat.   V2_upper(red)  V2_lower (blue)
    -1.42     0.0113     0.00296      0.00235     -0.00229
    -1.13     0.00163     0.00246      0.000502     -0.000484
    -0.83     0.0122     0.00207      -0.00331     0.00314
    -0.54     0.0432     0.00181      -0.00839     0.00783
    -0.29     0.0995     0.00205      -0.0121     0.0113
    -0.15     0.134     0.00282      -0.0136     0.0125
    -0.05     0.153     0.00283      -0.014     0.0129
    0.05     0.148     0.00283      -0.014     0.0129
    0.15     0.134     0.00282      -0.0136     0.0125
    0.29     0.0953     0.00202      -0.0121     0.0113
    0.54     0.0424     0.00176      -0.00839     0.00783
    0.83     0.00696     0.00196      -0.00331     0.00314
    1.13     -0.00176     0.00234      0.000502     -0.000484
    1.42     0.00796     0.00295      0.00235     -0.00229
    1.77     0.026     0.00249      0.00217     -0.00212
    2.16     0.0425     0.00195      -0.00117     0.00112
    2.45     0.0506     0.00238      -0.0058     0.00545
    2.65     0.0478     0.00223      -0.00923     0.0086
    2.85     0.0442     0.00215      -0.0121     0.0113
    3.04     0.0456     0.00212      -0.0138     0.0128
    3.24     0.0454     0.00212      -0.0138     0.0128
    3.44     0.047     0.00212      -0.0121     0.0113
    3.63     0.0489     0.00221      -0.00923     0.0086
    3.83     0.0469     0.00231      -0.0058     0.00545
    4.12     0.0438     0.00189      -0.00117     0.00112
    4.52     0.0255     0.00239      0.00217     -0.00212
3-4 #otimes 2-3 GeV/c
Deltaphi  dN/dDeltaphi  stat.   V2_upper(red)  V2_lower (blue)
    -1.42     0.000498     0.000838      0.000203     -6.37e-05
    -1.13     -0.000412     0.00067      2.99e-05     0.000112
    -0.83     -0.000279     0.000563      -0.000364     0.000492
    -0.54     0.00555     0.000509      -0.000926     0.00102
    -0.29     0.0178     0.000594      -0.00136     0.00141
    -0.15     0.0287     0.000845      -0.00152     0.00156
    -0.05     0.0364     0.000853      -0.00157     0.00161
    0.05     0.0347     0.000847      -0.00157     0.00161
    0.15     0.0304     0.000852      -0.00152     0.00156
    0.29     0.0182     0.00059      -0.00136     0.00141
    0.54     0.0059     0.000493      -0.000926     0.00102
    0.83     9.01e-05     0.00053      -0.000364     0.000492
    1.13     0.000982     0.000646      2.99e-05     0.000112
    1.42     -0.00108     0.000832      0.000203     -6.37e-05
    1.77     0.00331     0.000689      0.000188     -4.75e-05
    2.16     0.00407     0.000536      -0.000138     0.000277
    2.45     0.00467     0.000654      -0.000635     0.000746
    2.65     0.0053     0.000612      -0.00102     0.0011
    2.85     0.00631     0.000598      -0.00136     0.00141
    3.04     0.00691     0.000598      -0.00155     0.00159
    3.24     0.00633     0.000595      -0.00155     0.00159
    3.44     0.00603     0.000594      -0.00136     0.00141
    3.63     0.00605     0.000608      -0.00102     0.0011
    3.83     0.00375     0.000639      -0.000634     0.000746
    4.12     0.00402     0.000522      -0.000138     0.000277
    4.52     0.00173     0.000665      0.000188     -4.75e-05
3-4 #otimes 3-4 GeV/c
Deltaphi  dN/dDeltaphi  stat.   V2_upper(red)  V2_lower (blue)
    -1.42     -6.81e-05     0.000291      1.52e-06     1.27e-06
    -1.13     6.11e-05     0.000229      -1.8e-05     2.07e-05
    -0.83     0.000318     0.000195      -6.21e-05     6.26e-05
    -0.54     0.00131     0.000184      -0.000125     0.00012
    -0.29     0.00431     0.00023      -0.000173     0.000164
    -0.15     0.00907     0.000359      -0.000191     0.00018
    -0.05     0.0103     0.000354      -0.000197     0.000185
    0.05     0.0102     0.000352      -0.000197     0.000185
    0.15     0.00895     0.000357      -0.000191     0.00018
    0.29     0.00419     0.000229      -0.000173     0.000164
    0.54     0.00132     0.000184      -0.000125     0.00012
    0.83     0.000213     0.000193      -6.21e-05     6.26e-05
    1.13     0.000141     0.00023      -1.8e-05     2.07e-05
    1.42     -0.000222     0.000288      1.52e-06     1.27e-06
    1.77     0.0005     0.000233      -2.4e-07     3.06e-06
    2.16     0.000807     0.000187      -3.69e-05     3.89e-05
    2.45     0.0012     0.000238      -9.23e-05     9.06e-05
    2.65     0.00164     0.000226      -0.000135     0.00013
    2.85     0.00162     0.00022      -0.000173     0.000164
    3.04     0.0016     0.000217      -0.000195     0.000183
    3.24     0.0016     0.000217      -0.000195     0.000183
    3.44     0.00169     0.000221      -0.000173     0.000164
    3.63     0.00165     0.000226      -0.000135     0.00013
    3.83     0.00104     0.000236      -9.23e-05     9.06e-05
    4.12     0.000772     0.000186      -3.69e-05     3.89e-05
    4.52     0.00055     0.000235      -2.39e-07     3.06e-06
3-4 #otimes 4-5 GeV/c
Deltaphi  dN/dDeltaphi  stat.   V2_upper(red)  V2_lower (blue)
    -1.42     2.46e-05     0.00012      -2.09e-07     2.1e-07
    -1.13     0.000214     0.000101      -3.42e-06     3.36e-06
    -0.83     4.69e-05     7.85e-05      -1.03e-05     9.9e-06
    -0.54     0.000193     7.42e-05      -1.99e-05     1.86e-05
    -0.29     0.00105     9.96e-05      -2.7e-05     2.51e-05
    -0.15     0.00285     0.000175      -2.97e-05     2.75e-05
    -0.05     0.00335     0.000177      -3.06e-05     2.83e-05
    0.05     0.00343     0.000178      -3.06e-05     2.83e-05
    0.15     0.00262     0.000169      -2.97e-05     2.75e-05
    0.29     0.00101     9.88e-05      -2.7e-05     2.51e-05
    0.54     0.000317     7.64e-05      -1.99e-05     1.86e-05
    0.83     0.000152     8.16e-05      -1.03e-05     9.9e-06
    1.13     0.00014     9.7e-05      -3.42e-06     3.36e-06
    1.42     -3.71e-05     0.000118      -2.09e-07     2.1e-07
    1.77     -1.34e-06     9.27e-05      -5.05e-07     5.06e-07
    2.16     0.000196     7.73e-05      -6.42e-06     6.23e-06
    2.45     0.000247     9.8e-05      -1.5e-05     1.42e-05
    2.65     0.000184     8.95e-05      -2.15e-05     2.01e-05
    2.85     0.000493     9.46e-05      -2.7e-05     2.51e-05
    3.04     0.00039     9.07e-05      -3.03e-05     2.8e-05
    3.24     0.000523     9.38e-05      -3.03e-05     2.8e-05
    3.44     0.000467     9.41e-05      -2.7e-05     2.51e-05
    3.63     0.000348     9.37e-05      -2.15e-05     2.01e-05
    3.83     0.000201     9.63e-05      -1.5e-05     1.42e-05
    4.12     6.27e-05     7.39e-05      -6.42e-06     6.23e-06
    4.52     8.06e-05     9.53e-05      -5.05e-07     5.06e-07
3-4 #otimes 5-10 GeV/c
Deltaphi  dN/dDeltaphi  stat.   V2_upper(red)  V2_lower (blue)
    -1.42     -1.38e-05     9.64e-05      -1.3e-07     1.29e-07
    -1.13     2.59e-05     7.88e-05      -2.09e-06     2.03e-06
    -0.83     0.000138     6.9e-05      -6.17e-06     5.85e-06
    -0.54     0.000187     6.19e-05      -1.16e-05     1.08e-05
    -0.29     0.000565     7.9e-05      -1.57e-05     1.44e-05
    -0.15     0.00196     0.000147      -1.72e-05     1.57e-05
    -0.05     0.00302     0.000168      -1.77e-05     1.62e-05
    0.05     0.00273     0.00016      -1.77e-05     1.62e-05
    0.15     0.00194     0.000146      -1.72e-05     1.57e-05
    0.29     0.000453     7.39e-05      -1.57e-05     1.44e-05
    0.54     3.33e-05     5.48e-05      -1.16e-05     1.08e-05
    0.83     8.44e-06     6e-05      -6.17e-06     5.85e-06
    1.13     -3.7e-05     6.84e-05      -2.09e-06     2.03e-06
    1.42     -0.000116     8.54e-05      -1.3e-07     1.29e-07
    1.77     -1.67e-05     7.34e-05      -3.14e-07     3.11e-07
    2.16     0.000169     6.45e-05      -3.88e-06     3.73e-06
    2.45     9.93e-05     7.7e-05      -8.83e-06     8.29e-06
    2.65     0.000281     7.77e-05      -1.25e-05     1.16e-05
    2.85     0.000398     7.91e-05      -1.57e-05     1.44e-05
    3.04     0.000612     8.37e-05      -1.75e-05     1.6e-05
    3.24     0.000778     8.91e-05      -1.75e-05     1.6e-05
    3.44     0.000535     8.43e-05      -1.57e-05     1.44e-05
    3.63     0.000186     7.28e-05      -1.25e-05     1.16e-05
    3.83     0.000115     7.61e-05      -8.83e-06     8.29e-06
    4.12     1e-04     6.05e-05      -3.88e-06     3.73e-06
    4.52     0.00016     8e-05      -3.14e-07     3.11e-07
4-5 #otimes 0.4-1 GeV/c
Deltaphi  dN/dDeltaphi  stat.   V2_upper(red)  V2_lower (blue)
    -1.42     0.0322     0.0131      0.00527     -0.00502
    -1.13     0.00556     0.0124      0.00107     -0.00101
    -0.83     0.036     0.0106      -0.00656     0.00618
    -0.54     0.0737     0.00922      -0.0156     0.0146
    -0.29     0.181     0.011      -0.0217     0.0202
    -0.15     0.189     0.0155      -0.024     0.0223
    -0.05     0.188     0.0154      -0.0247     0.0229
    0.05     0.207     0.0154      -0.0247     0.0229
    0.15     0.204     0.0153      -0.024     0.0223
    0.29     0.18     0.0109      -0.0217     0.0202
    0.54     0.0824     0.00925      -0.0156     0.0146
    0.83     0.011     0.0107      -0.00656     0.00618
    1.13     0.00206     0.0124      0.00107     -0.00101
    1.42     0.019     0.0133      0.00527     -0.00502
    1.77     0.0546     0.012      0.00485     -0.00462
    2.16     0.0959     0.0101      -0.00241     0.00228
    2.45     0.12     0.0129      -0.0111     0.0104
    2.65     0.12     0.0123      -0.017     0.0159
    2.85     0.131     0.0117      -0.0217     0.0202
    3.04     0.155     0.0114      -0.0244     0.0227
    3.24     0.154     0.0114      -0.0244     0.0227
    3.44     0.127     0.0117      -0.0217     0.0202
    3.63     0.119     0.0121      -0.017     0.0159
    3.83     0.131     0.0126      -0.0111     0.0104
    4.12     0.105     0.00985      -0.00241     0.00228
    4.52     0.0592     0.0115      0.00485     -0.00462
4-5 #otimes 1-2 GeV/c
Deltaphi  dN/dDeltaphi  stat.   V2_upper(red)  V2_lower (blue)
    -1.42     0.0101     0.00754      0.0017     -0.000638
    -1.13     -0.000469     0.00618      -4.69e-05     0.00107
    -0.83     0.0106     0.0052      -0.00354     0.0044
    -0.54     0.0463     0.00454      -0.00807     0.00862
    -0.29     0.133     0.00525      -0.0114     0.0116
    -0.15     0.202     0.00737      -0.0126     0.0128
    -0.05     0.207     0.00738      -0.013     0.0131
    0.05     0.196     0.00739      -0.013     0.0131
    0.15     0.198     0.00743      -0.0126     0.0128
    0.29     0.122     0.00523      -0.0114     0.0116
    0.54     0.0623     0.0046      -0.00807     0.00862
    0.83     0.0109     0.00515      -0.00354     0.0044
    1.13     -0.000141     0.00623      -4.69e-05     0.00107
    1.42     0.0236     0.00787      0.0017     -0.000638
    1.77     0.0328     0.00639      0.00153     -0.000473
    2.16     0.0563     0.00498      -0.00159     0.00256
    2.45     0.0609     0.00608      -0.00577     0.00649
    2.65     0.0668     0.00579      -0.00881     0.0093
    2.85     0.0676     0.00558      -0.0114     0.0116
    3.04     0.0685     0.0055      -0.0128     0.013
    3.24     0.0592     0.00546      -0.0128     0.013
    3.44     0.0689     0.0055      -0.0114     0.0116
    3.63     0.0658     0.00576      -0.00881     0.0093
    3.83     0.0651     0.006      -0.00577     0.00649
    4.12     0.0576     0.00491      -0.00159     0.00256
    4.52     0.0263     0.00618      0.00153     -0.000473
4-5 #otimes 2-3 GeV/c
Deltaphi  dN/dDeltaphi  stat.   V2_upper(red)  V2_lower (blue)
    -1.42     0.00477     0.00218      6.01e-05     -5.99e-05
    -1.13     -2.78e-05     0.00168      -0.000106     0.000103
    -0.83     0.00333     0.00143      -0.000465     0.000443
    -0.54     0.00755     0.00127      -0.00096     0.000897
    -0.29     0.0263     0.00155      -0.00133     0.00123
    -0.15     0.0472     0.0023      -0.00147     0.00136
    -0.05     0.065     0.00241      -0.00152     0.0014
    0.05     0.0622     0.00239      -0.00152     0.0014
    0.15     0.0504     0.00236      -0.00147     0.00136
    0.29     0.0286     0.00158      -0.00133     0.00123
    0.54     0.009     0.00129      -0.00096     0.000897
    0.83     0.0032     0.0014      -0.000465     0.000443
    1.13     -0.00155     0.00168      -0.000106     0.000103
    1.42     0.0036     0.00224      6.01e-05     -5.99e-05
    1.77     0.00307     0.00175      4.48e-05     -4.45e-05
    2.16     0.00613     0.00136      -0.000261     0.000252
    2.45     0.00996     0.0017      -0.000705     0.000665
    2.65     0.00993     0.0016      -0.00104     0.000972
    2.85     0.013     0.00158      -0.00133     0.00123
    3.04     0.0106     0.00155      -0.0015     0.00138
    3.24     0.0136     0.00157      -0.0015     0.00138
    3.44     0.0109     0.00155      -0.00133     0.00123
    3.63     0.0111     0.0016      -0.00104     0.000972
    3.83     0.00974     0.00171      -0.000705     0.000665
    4.12     0.00777     0.00137      -0.000261     0.000252
    4.52     0.00258     0.00171      4.48e-05     -4.45e-05
4-5 #otimes 3-4 GeV/c
Deltaphi  dN/dDeltaphi  stat.   V2_upper(red)  V2_lower (blue)
    -1.42     -0.000849     0.000742      -1.31e-06     1.32e-06
    -1.13     0.000681     0.000618      -2.15e-05     2.12e-05
    -0.83     0.000613     0.000513      -6.51e-05     6.23e-05
    -0.54     0.00156     0.00048      -0.000125     0.000117
    -0.29     0.00632     0.00064      -0.00017     0.000158
    -0.15     0.0153     0.00108      -0.000187     0.000173
    -0.05     0.0213     0.00117      -0.000192     0.000178
    0.05     0.0192     0.00111      -0.000192     0.000178
    0.15     0.0176     0.00114      -0.000187     0.000173
    0.29     0.00644     0.000654      -0.00017     0.000158
    0.54     0.000838     0.00048      -0.000125     0.000117
    0.83     -3.95e-05     0.00052      -6.51e-05     6.23e-05
    1.13     0.00104     0.00067      -2.15e-05     2.12e-05
    1.42     -0.000252     0.000786      -1.31e-06     1.32e-06
    1.77     0.000117     0.000605      -3.18e-06     3.18e-06
    2.16     0.000517     0.000483      -4.04e-05     3.92e-05
    2.45     0.00091     0.000621      -9.42e-05     8.91e-05
    2.65     0.00202     0.00061      -0.000135     0.000126
    2.85     0.00265     0.000616      -0.00017     0.000158
    3.04     0.00307     0.000615      -0.00019     0.000176
    3.24     0.00184     0.000579      -0.00019     0.000176
    3.44     0.00277     0.000618      -0.00017     0.000158
    3.63     0.00106     0.000583      -0.000135     0.000126
    3.83     0.00129     0.000644      -9.42e-05     8.91e-05
    4.12     0.000645     0.000492      -4.04e-05     3.92e-05
    4.52     -0.000336     0.000597      -3.18e-06     3.18e-06
4-5 #otimes 4-5 GeV/c
Deltaphi  dN/dDeltaphi  stat.   V2_upper(red)  V2_lower (blue)
    -1.42     0.000379     0.000346      1.61e-05     -1.54e-05
    -1.13     0.000364     0.000255      1.36e-05     -1.29e-05
    -0.83     -0.000229     0.000171      8.31e-06     -7.77e-06
    -0.54     0.000181     0.00018      1.19e-06     -1.1e-06
    -0.29     0.00106     0.000249      -4.13e-06     3.8e-06
    -0.15     0.00613     0.000587      -6.13e-06     5.63e-06
    -0.05     0.0082     0.000699      -6.75e-06     6.2e-06
    0.05     0.00845     0.000668      -6.75e-06     6.2e-06
    0.15     0.00637     0.000608      -6.13e-06     5.63e-06
    0.29     0.00104     0.000252      -4.13e-06     3.8e-06
    0.54     0.000178     0.000186      1.19e-06     -1.1e-06
    0.83     -0.000181     0.000183      8.31e-06     -7.77e-06
    1.13     0.000257     0.000261      1.36e-05     -1.29e-05
    1.42     0.000342     0.00035      1.61e-05     -1.54e-05
    1.77     7.41e-06     0.000231      1.58e-05     -1.51e-05
    2.16     0.000218     0.000191      1.13e-05     -1.06e-05
    2.45     0.00035     0.00025      4.84e-06     -4.5e-06
    2.65     0.000598     0.000251      -1.18e-10     3.64e-10
    2.85     0.00116     0.000281      -4.13e-06     3.8e-06
    3.04     0.00141     0.000288      -6.52e-06     5.98e-06
    3.24     0.0016     0.000291      -6.52e-06     5.98e-06
    3.44     0.00117     0.000273      -4.13e-06     3.8e-06
    3.63     0.000608     0.000252      2.32e-10     4.1e-11
    3.83     0.000436     0.000263      4.84e-06     -4.5e-06
    4.12     0.000476     0.000214      1.13e-05     -1.06e-05
    4.52     0.000125     0.00024      1.58e-05     -1.51e-05
4-5 #otimes 5-10 GeV/c
Deltaphi  dN/dDeltaphi  stat.   V2_upper(red)  V2_lower (blue)
    -1.42     0.000136     0.000259      -1.15e-07     1.12e-07
    -1.13     7.47e-05     0.000197      -1.81e-06     1.75e-06
    -0.83     0.0003     0.000185      -5.24e-06     4.95e-06
    -0.54     -0.000122     0.000123      -9.7e-06     9e-06
    -0.29     0.000921     0.000218      -1.3e-05     1.19e-05
    -0.15     0.00487     0.000525      -1.42e-05     1.3e-05
    -0.05     0.00736     0.000629      -1.46e-05     1.33e-05
    0.05     0.00843     0.000702      -1.46e-05     1.33e-05
