60 - 92 %
2-3 #otimes 0.4-1 GeV/c
Deltaphi  dN/dDeltaphi  stat.   V2_upper(red)  V2_lower (blue)
    1.77     0.000777     0.000664      1.51e-05     1.38e-05
    2.16     0.003     0.000534      -0.000144     0.000163
    2.45     0.00457     0.000664      -0.000367     0.000358
    2.65     0.00633     0.000634      -0.000532     0.000499
    2.85     0.00703     0.00062      -0.000673     0.000616
    3.04     0.00875     0.000634      -0.000754     0.000683
    3.24     0.0105     0.000649      -0.000754     0.000683
    3.44     0.00683     0.000616      -0.000673     0.000616
    3.63     0.00659     0.000631      -0.000532     0.000499
    3.83     0.0034     0.000639      -0.000367     0.000358
    4.12     0.00192     0.00051      -0.000144     0.000163
    4.52     0.00155     0.000657      1.51e-05     1.38e-05
3-4 #otimes 3-4 GeV/c
Deltaphi  dN/dDeltaphi  stat.   V2_upper(red)  V2_lower (blue)
    -1.42     0.000257     0.000302      -7.07e-07     6.93e-07
    -1.13     -6.7e-05     0.00022      -1.14e-05     1.08e-05
    -0.83     5.08e-05     0.000189      -3.38e-05     3.08e-05
    -0.54     0.000802     0.000189      -6.4e-05     5.64e-05
    -0.29     0.00413     0.00029      -8.64e-05     7.49e-05
    -0.15     0.00816     0.00049      -9.49e-05     8.17e-05
    -0.05     0.012     0.000548      -9.75e-05     8.38e-05
    0.05     0.0119     0.000546      -9.75e-05     8.38e-05
    0.15     0.0083     0.000505      -9.49e-05     8.17e-05
    0.29     0.00405     0.000289      -8.64e-05     7.49e-05
    0.54     0.000867     0.000192      -6.4e-05     5.64e-05
    0.83     8.7e-05     0.00019      -3.38e-05     3.08e-05
    1.13     -0.000124     0.000217      -1.14e-05     1.08e-05
    1.42     0.00023     0.000299      -7.07e-07     6.93e-07
    1.77     0.000259     0.000235      -1.71e-06     1.67e-06
    2.16     0.000662     0.000196      -2.12e-05     1.97e-05
    2.45     0.000974     0.000253      -4.85e-05     4.34e-05
    2.65     0.00162     0.000254      -6.9e-05     6.06e-05
    2.85     0.00254     0.000273      -8.64e-05     7.49e-05
    3.04     0.00288     0.000275      -9.65e-05     8.3e-05
    3.24     0.00296     0.000278      -9.65e-05     8.3e-05
    3.44     0.00251     0.000273      -8.64e-05     7.49e-05
    3.63     0.00159     0.000255      -6.9e-05     6.06e-05
    3.83     0.00106     0.000258      -4.85e-05     4.34e-05
    4.12     0.000541     0.000192      -2.12e-05     1.97e-05
    4.52     0.000218     0.000233      -1.71e-06     1.67e-06
3-4 #otimes 4-5 GeV/c
Deltaphi  dN/dDeltaphi  stat.   V2_upper(red)  V2_lower (blue)
    -1.42     -0.000172     8.79e-05      -1.46e-07     1.47e-07
    -1.13     0.000171     0.000104      -2.42e-06     2.32e-06
    -0.83     1.43e-05     7.59e-05      -7.42e-06     6.71e-06
    -0.54     0.000245     8.59e-05      -1.44e-05     1.24e-05
    -0.29     0.00117     0.000139      -1.97e-05     1.66e-05
    -0.15     0.00325     0.000287      -2.17e-05     1.82e-05
    -0.05     0.00397     0.0003      -2.23e-05     1.86e-05
    0.05     0.00412     0.000304      -2.23e-05     1.86e-05
    0.15     0.00338     0.000291      -2.17e-05     1.82e-05
    0.29     0.00112     0.000139      -1.97e-05     1.66e-05
    0.54     0.000286     8.64e-05      -1.44e-05     1.24e-05
    0.83     0.000154     8.68e-05      -7.42e-06     6.71e-06
    1.13     -3.41e-05     8.45e-05      -2.42e-06     2.32e-06
    1.42     0.000183     0.000139      -1.46e-07     1.47e-07
    1.77     4.39e-05     9.53e-05      -3.53e-07     3.54e-07
    2.16     0.000116     8.05e-05      -4.57e-06     4.26e-06
    2.45     0.000456     0.000124      -1.08e-05     9.52e-06
    2.65     0.000625     0.000126      -1.56e-05     1.34e-05
    2.85     0.00078     0.00013      -1.97e-05     1.66e-05
    3.04     0.00109     0.000144      -2.21e-05     1.85e-05
    3.24     0.000942     0.000136      -2.21e-05     1.85e-05
    3.44     0.000423     0.000107      -1.97e-05     1.66e-05
    3.63     0.000501     0.000118      -1.56e-05     1.34e-05
    3.83     0.000417     0.000121      -1.08e-05     9.52e-06
    4.12     8.52e-05     7.57e-05      -4.57e-06     4.26e-06
    4.52     -5.06e-05     8.3e-05      -3.53e-07     3.54e-07
3-4 #otimes 5-10 GeV/c
Deltaphi  dN/dDeltaphi  stat.   V2_upper(red)  V2_lower (blue)
    -1.42     -1.26e-05     9.57e-05      -1.17e-07     1.17e-07
    -1.13     -3.84e-05     7.08e-05      -1.91e-06     1.82e-06
    -0.83     -4.71e-05     5.81e-05      -5.79e-06     5.14e-06
    -0.54     9.44e-05     6.63e-05      -1.11e-05     9.34e-06
    -0.29     0.000818     0.000125      -1.52e-05     1.24e-05
    -0.15     0.0022     0.000249      -1.67e-05     1.35e-05
    -0.05     0.00239     0.000259      -1.71e-05     1.38e-05
    0.05     0.00353     0.000306      -1.71e-05     1.38e-05
    0.15     0.00215     0.000246      -1.67e-05     1.35e-05
    0.29     0.000637     0.00011      -1.52e-05     1.24e-05
    0.54     0.00018     7.01e-05      -1.11e-05     9.34e-06
    0.83     3.45e-05     6.43e-05      -5.79e-06     5.14e-06
    1.13     0.000283     0.000107      -1.91e-06     1.82e-06
    1.42     2.42e-05     9.7e-05      -1.17e-07     1.17e-07
    1.77     9.66e-06     7.66e-05      -2.82e-07     2.81e-07
    2.16     6.31e-05     6.64e-05      -3.59e-06     3.3e-06
    2.45     0.000194     9.85e-05      -8.38e-06     7.21e-06
    2.65     0.00057     0.000119      -1.2e-05     1e-05
    2.85     0.000663     0.000121      -1.52e-05     1.24e-05
    3.04     0.00125     0.000153      -1.7e-05     1.37e-05
    3.24     0.0012     0.00015      -1.7e-05     1.37e-05
    3.44     0.000499     0.000111      -1.52e-05     1.24e-05
    3.63     0.000408     0.000105      -1.2e-05     1e-05
    3.83     0.000329     0.000108      -8.38e-06     7.21e-06
    4.12     2.92e-05     6.21e-05      -3.59e-06     3.3e-06
    4.52     -1.59e-05     7.21e-05      -2.82e-07     2.81e-07
4-5 #otimes 0.4-1 GeV/c
Deltaphi  dN/dDeltaphi  stat.   V2_upper(red)  V2_lower (blue)
    -1.42     0.0326     0.0125      0.0035     -0.00238
    -1.13     0.00856     0.0118      0.000713     0.000161
    -0.83     0.0186     0.0101      -0.00438     0.00469
    -0.54     0.0517     0.00883      -0.0104     0.00992
    -0.29     0.123     0.0107      -0.0146     0.0134
    -0.15     0.128     0.015      -0.0161     0.0147
    -0.05     0.132     0.015      -0.0165     0.0151
    0.05     0.148     0.015      -0.0165     0.0151
    0.15     0.132     0.0149      -0.0161     0.0147
    0.29     0.127     0.0106      -0.0146     0.0134
    0.54     0.0466     0.00881      -0.0104     0.00992
    0.83     0.00656     0.0101      -0.00438     0.00469
    1.13     0.02     0.0118      0.000713     0.000161
    1.42     0.038     0.0127      0.0035     -0.00238
    1.77     0.0202     0.0113      0.00322     -0.00212
    2.16     0.0448     0.00961      -0.00161     0.00224
    2.45     0.0701     0.0124      -0.00741     0.00733
    2.65     0.0794     0.0118      -0.0114     0.0107
    2.85     0.102     0.0114      -0.0146     0.0134
    3.04     0.112     0.0111      -0.0164     0.015
    3.24     0.11     0.011      -0.0164     0.015
    3.44     0.1     0.0113      -0.0146     0.0134
    3.63     0.0956     0.0117      -0.0114     0.0107
    3.83     0.0844     0.0122      -0.00741     0.00733
    4.12     0.0674     0.00944      -0.00161     0.00224
    4.52     -0.0014     0.0107      0.00322     -0.00212
4-5 #otimes 1-2 GeV/c
Deltaphi  dN/dDeltaphi  stat.   V2_upper(red)  V2_lower (blue)
    -1.42     0.00477     0.00695      0.000983     -0.000407
    -1.13     0.00179     0.00572      -0.000159     0.000679
    -0.83     0.0075     0.00484      -0.00249     0.00277
    -0.54     0.0265     0.00428      -0.00556     0.00538
    -0.29     0.0928     0.00524      -0.00781     0.00724
    -0.15     0.164     0.00776      -0.00865     0.00792
    -0.05     0.16     0.0077      -0.00891     0.00813
    0.05     0.157     0.00772      -0.00891     0.00813
    0.15     0.16     0.0078      -0.00865     0.00792
    0.29     0.097     0.00526      -0.00781     0.00724
    0.54     0.028     0.0043      -0.00556     0.00538
    0.83     -0.000877     0.00469      -0.00249     0.00277
    1.13     0.00019     0.00572      -0.000159     0.000679
    1.42     0.0064     0.00718      0.000983     -0.000407
    1.77     0.018     0.00598      0.000875     -0.000302
    2.16     0.0291     0.00469      -0.00119     0.00162
    2.45     0.0377     0.0058      -0.00399     0.00406
    2.65     0.0513     0.00561      -0.00606     0.0058
    2.85     0.0522     0.00541      -0.00781     0.00724
    3.04     0.0653     0.00544      -0.00882     0.00805
    3.24     0.0664     0.00543      -0.00882     0.00805
    3.44     0.0641     0.00541      -0.00781     0.00724
    3.63     0.0448     0.00553      -0.00606     0.0058
    3.83     0.0357     0.00567      -0.00399     0.00406
    4.12     0.0256     0.00459      -0.00119     0.00162
    4.52     0.012     0.00572      0.000875     -0.000302
4-5 #otimes 2-3 GeV/c
Deltaphi  dN/dDeltaphi  stat.   V2_upper(red)  V2_lower (blue)
    -1.42     0.000333     0.00203      8.3e-05     7.56e-06
    -1.13     0.00147     0.00164      -3.12e-05     0.000119
    -0.83     0.000746     0.00136      -0.000281     0.000344
    -0.54     0.00203     0.0012      -0.000629     0.000636
    -0.29     0.0228     0.00178      -0.000892     0.000848
    -0.15     0.0463     0.00295      -0.000992     0.000928
    -0.05     0.0558     0.00308      -0.00102     0.000952
    0.05     0.055     0.00306      -0.00102     0.000952
    0.15     0.0466     0.00299      -0.000992     0.000928
    0.29     0.0207     0.00176      -0.000892     0.000848
    0.54     0.00349     0.00124      -0.000629     0.000636
    0.83     0.000141     0.00131      -0.000281     0.000344
    1.13     -0.00073     0.00159      -3.12e-05     0.000119
    1.42     -0.000704     0.00202      8.3e-05     7.56e-06
    1.77     0.00167     0.00169      7.26e-05     1.82e-05
    2.16     0.00442     0.00136      -0.000139     0.000219
    2.45     0.00634     0.00172      -0.000449     0.000487
    2.65     0.00907     0.00169      -0.000687     0.000684
    2.85     0.0108     0.00167      -0.000892     0.000848
    3.04     0.0152     0.00175      -0.00101     0.000943
    3.24     0.015     0.00174      -0.00101     0.000943
    3.44     0.0125     0.0017      -0.000892     0.000848
    3.63     0.00678     0.0016      -0.000687     0.000684
    3.83     0.00572     0.00169      -0.000449     0.000487
    4.12     0.00245     0.00131      -0.000139     0.000219
    4.52     -0.00178     0.00153      7.26e-05     1.82e-05
4-5 #otimes 3-4 GeV/c
Deltaphi  dN/dDeltaphi  stat.   V2_upper(red)  V2_lower (blue)
    -1.42     0.000863     0.00079      -8.24e-07     8.3e-07
    -1.13     -0.000195     0.000513      -1.36e-05     1.31e-05
    -0.83     0.00084     0.000515      -4.19e-05     3.79e-05
    -0.54     0.00143     0.000496      -8.13e-05     7.02e-05
    -0.29     0.00642     0.000811      -0.000111     9.38e-05
    -0.15     0.0213     0.00187      -0.000123     0.000103
    -0.05     0.0238     0.00191      -0.000126     0.000105
    0.05     0.0231     0.00182      -0.000126     0.000105
    0.15     0.0183     0.00172      -0.000123     0.000103
    0.29     0.00661     0.00083      -0.000111     9.38e-05
    0.54     0.00154     0.000516      -8.13e-05     7.02e-05
    0.83     0.000259     0.000478      -4.19e-05     3.79e-05
    1.13     0.00102     0.000667      -1.36e-05     1.31e-05
    1.42     -0.00122     0.000471      -8.24e-07     8.3e-07
    1.77     -0.000215     0.000511      -1.99e-06     2e-06
    2.16     0.000454     0.000453      -2.58e-05     2.41e-05
    2.45     0.00242     0.000732      -6.1e-05     5.38e-05
    2.65     0.00287     0.000726      -8.8e-05     7.55e-05
    2.85     0.00309     0.000722      -0.000111     9.38e-05
    3.04     0.00554     0.000834      -0.000125     0.000104
    3.24     0.00624     0.000863      -0.000125     0.000104
    3.44     0.00449     0.000785      -0.000111     9.38e-05
    3.63     0.00337     0.000734      -8.8e-05     7.55e-05
    3.83     0.00231     0.000744      -6.1e-05     5.38e-05
    4.12     0.000866     0.000494      -2.58e-05     2.41e-05
    4.52     0.00059     0.000609      -1.99e-06     2e-06
4-5 #otimes 4-5 GeV/c
Deltaphi  dN/dDeltaphi  stat.   V2_upper(red)  V2_lower (blue)
    -1.42     0.00013     0.000347      1.39e-05     -1.26e-05
    -1.13     5.24e-05     0.00024      1.12e-05     -9.81e-06
    -0.83     -9.05e-06     0.000187      4.63e-06     -3.88e-06
    -0.54     0.000217     0.000208      -5.05e-06     4.07e-06
    -0.29     0.00186     0.00043      -1.26e-05     9.98e-06
    -0.15     0.00577     0.000902      -1.56e-05     1.22e-05
    -0.05     0.01     0.00122      -1.65e-05     1.29e-05
    0.05     0.0093     0.00116      -1.65e-05     1.29e-05
    0.15     0.00631     0.000992      -1.56e-05     1.22e-05
    0.29     0.00165     0.000416      -1.26e-05     9.98e-06
    0.54     2.66e-05     0.000185      -5.05e-06     4.07e-06
    0.83     -0.000167     0.000166      4.63e-06     -3.88e-06
    1.13     0.000155     0.000285      1.12e-05     -9.81e-06
    1.42     -8.62e-05     0.00027      1.39e-05     -1.26e-05
    1.77     4.51e-05     0.000234      1.36e-05     -1.24e-05
    2.16     0.000531     0.000266      8.41e-06     -7.22e-06
    2.45     9.64e-05     0.00025      -2.27e-10     2.42e-10
    2.65     0.00144     0.000433      -6.73e-06     5.39e-06
    2.85     0.00117     0.000391      -1.26e-05     9.98e-06
    3.04     0.00198     0.000459      -1.61e-05     1.26e-05
    3.24     0.00194     0.000475      -1.61e-05     1.26e-05
    3.44     0.000959     0.000353      -1.26e-05     9.98e-06
    3.63     0.00124     0.000403      -6.72e-06     5.39e-06
    3.83     0.000261     0.000294      2.65e-10     -1.62e-10
    4.12     0.000315     0.000235      8.41e-06     -7.22e-06
    4.52     0.000139     0.000273      1.36e-05     -1.24e-05
4-5 #otimes 5-10 GeV/c
Deltaphi  dN/dDeltaphi  stat.   V2_upper(red)  V2_lower (blue)
    -1.42     0.000207     0.000339      -1.39e-07     1.43e-07
    -1.13     -0.000117     0.000158      -2.36e-06     2.25e-06
    -0.83     -0.000102     0.00013      -7.44e-06     6.44e-06
