Au + Au 5 - 10 %

note: correlation function is symmetric with respect to pTa and pTb

note: #xi error shown is statistical only!



2-3 #otimes 0.4-1 GeV/c
v_{2}^{t}v_{2}^{p}=0.0980 x 0.0338=0.003311
2.847  1.020624  0.000299
3.043  1.021427  0.000293
3.240  1.021525  0.000292
3.436  1.020698  0.000296
3.632  1.018131  0.000308
3.829  1.014972  0.000328
4.025  1.012380  0.000363
4.222  1.008617  0.000408
4.418  1.004400  0.000470
4.614  0.999908  0.000525


2-3 #otimes 2-3 GeV/c
v_{2}^{t}v_{2}^{p}=0.0980 x 0.0980=0.009601
#xi=1.001668#pm0.001290

Dphi  CF  CFerr
-1.473  0.995982  0.001943
-1.276  0.991189  0.001706
-1.080  0.988517  0.001442
-0.884  0.999867  0.001266
-0.687  1.015023  0.001144
-0.491  1.037548  0.001041
-0.295  1.064121  0.000954
-0.098  1.078441  0.000905
0.098  1.078389  0.000905
0.295  1.063170  0.000947
0.491  1.037044  0.001016
0.687  1.015439  0.001094
0.884  0.999562  0.001199
1.080  0.990086  0.001377
1.276  0.990270  0.001671
1.473  0.996012  0.001956
1.669  1.000463  0.001886
1.865  1.009115  0.001641
2.062  1.012868  0.001434
2.258  1.016261  0.001261
2.454  1.020356  0.001130
2.651  1.023347  0.001043
2.847  1.024702  0.001002
3.043  1.027055  0.000992
3.240  1.026640  0.000991
3.436  1.025163  0.000999
3.632  1.022283  0.001035
3.829  1.022394  0.001120
4.025  1.014902  0.001242
4.222  1.013510  0.001407
4.418  1.009536  0.001610
4.614  1.000315  0.001854


3-4 #otimes 0.4-1 GeV/c
v_{2}^{t}v_{2}^{p}=0.1056 x 0.0338=0.003570
#xi=1.002753#pm0.000253

Dphi  CF  CFerr
-1.473  0.998192  0.000764
-1.276  0.997712  0.000746
-1.080  0.998107  0.000709
-0.884  1.001910  0.000635
-0.687  1.004917  0.000559
-0.491  1.011177  0.000514
-0.295  1.017626  0.000498
-0.098  1.023937  0.000494
0.098  1.023623  0.000490
0.295  1.017767  0.000489
0.491  1.011746  0.000505
0.687  1.004616  0.000551
0.884  1.001667  0.000621
1.080  0.998783  0.000689
1.276  0.999118  0.000729
1.473  1.000557  0.000761
1.669  1.000135  0.000798
1.865  1.003927  0.000782
2.062  1.006307  0.000701
2.258  1.009640  0.000631
2.454  1.011590  0.000591
2.651  1.014926  0.000562
2.847  1.014120  0.000534
3.043  1.016926  0.000515
3.240  1.017044  0.000511
3.436  1.015958  0.000526
3.632  1.013893  0.000550
3.829  1.012762  0.000576
4.025  1.010339  0.000610
4.222  1.005960  0.000674
4.418  1.003114  0.000747
4.614  1.001624  0.000775


3-4 #otimes 1-2 GeV/c
v_{2}^{t}v_{2}^{p}=0.1056 x 0.0651=0.006882
#xi=1.001361#pm0.000920

Dphi  CF  CFerr
-1.473  0.997968  0.001769
-1.276  0.994346  0.001638
-1.080  0.993224  0.001377
-0.884  0.999642  0.001225
-0.687  1.007982  0.001085
-0.491  1.024173  0.000990
-0.295  1.037810  0.000911
-0.098  1.048981  0.000871
0.098  1.049663  0.000873
0.295  1.036874  0.000898
0.491  1.024849  0.000976
0.687  1.009701  0.001045
0.884  1.000208  0.001175
1.080  0.990621  0.001324
1.276  0.991859  0.001596
1.473  0.998320  0.001792
1.669  0.997697  0.001774
1.865  1.008412  0.001605
2.062  1.007673  0.001369
2.258  1.013113  0.001224
2.454  1.016900  0.001093
2.651  1.018628  0.001019
2.847  1.021200  0.000974
3.043  1.022178  0.000956
3.240  1.023963  0.000954
3.436  1.022813  0.000960
3.632  1.020398  0.001008
3.829  1.016839  0.001064
4.025  1.014273  0.001190
4.222  1.011014  0.001320
4.418  1.005219  0.001541
4.614  0.999515  0.001712


3-4 #otimes 2-3 GeV/c
v_{2}^{t}v_{2}^{p}=0.1056 x 0.0980=0.010353
#xi=1.001145#pm0.000892

Dphi  CF  CFerr
-1.473  0.989717  0.006363
-1.276  0.992148  0.005542
-1.080  0.988587  0.004701
-0.884  0.993781  0.004110
-0.687  1.013500  0.003723
-0.491  1.042453  0.003404
-0.295  1.083370  0.003137
-0.098  1.122716  0.003002
0.098  1.114305  0.002989
0.295  1.089542  0.003127
0.491  1.049865  0.003340
0.687  1.018951  0.003573
0.884  0.997968  0.003906
1.080  0.989813  0.004495
1.276  0.987918  0.005443
1.473  0.999733  0.006479
1.669  1.009156  0.006291
1.865  1.005884  0.005359
2.062  1.010430  0.004693
2.258  1.012348  0.004116
2.454  1.029587  0.003720
2.651  1.021960  0.003403
2.847  1.030318  0.003281
3.043  1.021326  0.003225
3.240  1.031699  0.003240
3.436  1.025603  0.003250
3.632  1.017231  0.003357
3.829  1.019319  0.003643
4.025  1.015515  0.004043
4.222  1.009083  0.004554
4.418  1.014124  0.005247
4.614  1.000667  0.006095


3-4 #otimes 3-4 GeV/c
v_{2}^{t}v_{2}^{p}=0.1056 x 0.1056=0.011160
#xi=0.993800#pm0.001511

Dphi  CF  CFerr
-1.473  1.020941  0.022863
-1.276  0.980407  0.018604
-1.080  0.958626  0.015719
-0.884  0.995892  0.013888
-0.687  1.017000  0.012892
-0.491  1.065127  0.011995
-0.295  1.139812  0.011308
-0.098  1.236395  0.010844
0.098  1.242810  0.010900
0.295  1.139737  0.011283
0.491  1.063644  0.011974
0.687  1.014504  0.012854
0.884  0.999134  0.013911
1.080  0.953317  0.015668
1.276  0.995171  0.018853
1.473  1.013578  0.022694
1.669  1.013775  0.021527
1.865  1.001154  0.017875
2.062  1.029820  0.016133
2.258  1.025268  0.014177
2.454  1.018801  0.012907
2.651  1.031831  0.011938
2.847  1.023642  0.011450
3.043  1.034673  0.011336
3.240  1.033103  0.011316
3.436  1.030123  0.011509
3.632  1.035947  0.011976
3.829  1.017493  0.012889
4.025  1.027940  0.014202
4.222  1.035775  0.016216
4.418  1.003692  0.017886
4.614  1.016092  0.021498


4-5 #otimes 0.4-1 GeV/c
v_{2}^{t}v_{2}^{p}=0.0898 x 0.0338=0.003034
#xi=1.002988#pm0.000291

Dphi  CF  CFerr
-1.473  0.998806  0.002067
-1.276  0.997803  0.002017
-1.080  1.001585  0.001914
-0.884  1.002289  0.001703
-0.687  1.004914  0.001506
-0.491  1.012455  0.001392
-0.295  1.018388  0.001355
-0.098  1.017650  0.001343
0.098  1.020841  0.001338
0.295  1.015501  0.001346
0.491  1.011247  0.001399
0.687  1.003377  0.001538
0.884  1.002785  0.001739
1.080  0.998730  0.001928
1.276  1.003166  0.002047
1.473  1.000795  0.002129
1.669  1.003149  0.002217
1.865  1.005336  0.002139
2.062  1.010434  0.001919
2.258  1.007879  0.001729
2.454  1.010319  0.001626
2.651  1.016288  0.001543
2.847  1.016635  0.001467
3.043  1.015518  0.001417
3.240  1.013134  0.001412
3.436  1.013665  0.001455
3.632  1.015070  0.001515
3.829  1.012840  0.001585
4.025  1.009347  0.001681
4.222  1.006891  0.001874
4.418  1.002303  0.002066
4.614  0.999653  0.002106


4-5 #otimes 1-2 GeV/c
v_{2}^{t}v_{2}^{p}=0.0898 x 0.0651=0.005849
#xi=0.998968#pm0.000830

Dphi  CF  CFerr
-1.473  0.992314  0.004793
-1.276  0.988993  0.004420
-1.080  0.996447  0.003684
-0.884  0.998688  0.003284
-0.687  1.005934  0.002894
-0.491  1.025187  0.002668
-0.295  1.032064  0.002455
-0.098  1.055066  0.002384
0.098  1.052195  0.002402
0.295  1.035609  0.002471
0.491  1.024240  0.002715
0.687  1.004904  0.002904
0.884  0.994979  0.003318
1.080  0.988475  0.003759
1.276  0.989079  0.004542
1.473  0.997798  0.005038
1.669  0.997298  0.004846
1.865  1.008247  0.004366
2.062  1.009842  0.003703
2.258  1.009688  0.003326
2.454  1.021382  0.002992
2.651  1.021303  0.002814
2.847  1.018087  0.002685
3.043  1.021336  0.002642
3.240  1.023959  0.002632
3.436  1.022454  0.002646
3.632  1.019942  0.002795
3.829  1.012841  0.002938
4.025  1.011948  0.003302
4.222  1.005002  0.003617
4.418  0.999915  0.004229
4.614  1.002209  0.004708


4-5 #otimes 2-3 GeV/c
v_{2}^{t}v_{2}^{p}=0.0898 x 0.0980=0.008800
#xi=1.002451#pm0.001267

Dphi  CF  CFerr
-1.473  0.998442  0.017517
-1.276  0.974151  0.014704
-1.080  0.969665  0.012427
-0.884  1.006190  0.011073
-0.687  1.022100  0.010008
-0.491  1.042574  0.009120
-0.295  1.086763  0.008493
-0.098  1.156250  0.008286
0.098  1.154654  0.008368
0.295  1.090792  0.008630
0.491  1.023861  0.009147
0.687  1.001541  0.009894
0.884  1.009189  0.011118
1.080  0.998615  0.012912
1.276  0.988420  0.015583
1.473  0.997162  0.018147
1.669  1.027212  0.017354
1.865  1.010072  0.014559
2.062  1.026916  0.012830
2.258  1.033913  0.011283
2.454  1.016686  0.010108
2.651  1.022705  0.009382
2.847  1.014647  0.009031
3.043  1.019446  0.008898
3.240  1.032467  0.008920
3.436  1.015536  0.008922
3.632  1.025731  0.009343
3.829  1.004508  0.010074
4.025  1.007631  0.011185
4.222  0.998208  0.012443
4.418  0.989906  0.014194
4.614  1.019335  0.017020


4-5 #otimes 3-4 GeV/c
v_{2}^{t}v_{2}^{p}=0.0898 x 0.1056=0.009486
#xi=1.011401#pm0.002561

Dphi  CF  CFerr
-1.473  1.006464  0.062647
-1.276  1.064344  0.052144
-1.080  1.028174  0.044063
-0.884  1.026610  0.037715
-0.687  1.036997  0.034826
-0.491  1.082411  0.032360
-0.295  1.204805  0.031585
-0.098  1.402517  0.031665
0.098  1.451758  0.032731
0.295  1.212930  0.032393
0.491  1.081034  0.033177
0.687  0.977577  0.035303
0.884  1.006267  0.039416
1.080  0.975343  0.045394
1.276  1.045226  0.055836
1.473  0.994194  0.062819
1.669  0.968438  0.057425
1.865  0.941449  0.046995
2.062  1.040091  0.044207
2.258  1.007385  0.038028
2.454  1.013867  0.035259
2.651  0.992085  0.032236
2.847  1.027383  0.032078
3.043  1.013645  0.031063
3.240  1.041974  0.031320
3.436  1.060795  0.032237
3.632  0.985673  0.031970
3.829  1.095124  0.037690
4.025  1.008303  0.038973
4.222  1.043384  0.044983
4.418  0.986952  0.048721
4.614  0.987055  0.058542


4-5 #otimes 4-5 GeV/c
v_{2}^{t}v_{2}^{p}=0.0898 x 0.0897=0.008057
#xi=0.945549#pm0.000378

Dphi  CF  CFerr
-1.473  1.194199  0.171130
-1.276  1.153072  0.137430
-1.080  0.941662  0.104920
-0.884  0.893993  0.086527
-0.687  0.916807  0.081719
-0.491  1.015297  0.076597
-0.295  1.282647  0.081373
-0.098  1.985593  0.095213
0.098  1.944970  0.094044
0.295  1.299243  0.083773
0.491  1.101263  0.083856
0.687  0.837173  0.081234
0.884  0.955654  0.096317
1.080  0.840462  0.103086
1.276  0.952423  0.128827
1.473  1.028033  0.155024
1.669  1.265172  0.164329
1.865  0.851750  0.108506
2.062  1.020061  0.107705
2.258  1.150469  0.101958
2.454  1.083355  0.090168
2.651  1.197370  0.089332
2.847  0.982597  0.078628
3.043  1.146514  0.082546
3.240  1.082728  0.079651
3.436  0.994809  0.077377
3.632  1.196668  0.087586
3.829  1.071808  0.091499
4.025  1.200537  0.107007
4.222  1.038973  0.109687
4.418  0.790556  0.104353
4.614  1.265001  0.170960


5-10 #otimes 0.4-1 GeV/c
v_{2}^{t}v_{2}^{p}=0.0847 x 0.0338=0.002861
#xi=1.003651#pm0.000316

Dphi  CF  CFerr
-1.473  1.009115  0.005245
-1.276  0.990668  0.005058
-1.080  1.004312  0.004828
-0.884  1.004355  0.004298
-0.687  1.005467  0.003823
-0.491  1.009458  0.003545
-0.295  1.011351  0.003457
-0.098  1.014545  0.003450
0.098  1.018784  0.003457
0.295  1.018275  0.003496
0.491  1.012687  0.003642
0.687  1.005286  0.004013
0.884  0.995292  0.004518
1.080  1.003112  0.005041
1.276  0.997932  0.005308
1.473  1.012940  0.005532
1.669  0.994911  0.005614
1.865  0.990356  0.005360
2.062  1.007621  0.004881
2.258  1.008582  0.004428
2.454  1.015083  0.004185
2.651  1.019029  0.003968
2.847  1.024682  0.003789
3.043  1.019835  0.003672
3.240  1.011638  0.003663
3.436  1.026384  0.003799
3.632  1.013453  0.003918
3.829  1.018247  0.004118
4.025  1.009397  0.004368
4.222  1.008247  0.004875
4.418  1.003137  0.005322
4.614  1.007683  0.005356


5-10 #otimes 1-2 GeV/c
v_{2}^{t}v_{2}^{p}=0.0847 x 0.0651=0.005516
#xi=1.007191#pm0.001746

Dphi  CF  CFerr
-1.473  0.999439  0.011986
-1.276  1.013490  0.011141
-1.080  0.992063  0.009102
-0.884  1.011700  0.008292
-0.687  1.016806  0.007345
-0.491  1.020840  0.006785
-0.295  1.045416  0.006328
-0.098  1.051269  0.006121
0.098  1.061261  0.006239
0.295  1.033522  0.006390
0.491  1.022980  0.007115
0.687  1.014262  0.007642
0.884  1.011324  0.008829
1.080  0.984782  0.009798
1.276  0.981241  0.011684
1.473  1.001611  0.012853
1.669  1.012575  0.012267
1.865  1.012669  0.011042
2.062  1.010435  0.009341
2.258  1.008918  0.008483
2.454  1.036876  0.007701
2.651  1.021518  0.007266
2.847  1.026141  0.006963
3.043  1.020027  0.006835
3.240  1.026845  0.006824
3.436  1.022887  0.006868
3.632  1.012601  0.007267
3.829  1.008513  0.007607
4.025  1.014069  0.008631
4.222  1.010516  0.009362
4.418  1.036399  0.011143
4.614  0.997067  0.011967


5-10 #otimes 2-3 GeV/c
v_{2}^{t}v_{2}^{p}=0.0847 x 0.0980=0.008299
#xi=1.009514#pm0.002878

Dphi  CF  CFerr
-1.473  1.073166  0.045734
-1.276  1.067019  0.038003
-1.080  0.968114  0.030821
-0.884  1.049317  0.028345
-0.687  1.022911  0.025193
-0.491  1.044540  0.023231
-0.295  1.103264  0.021936
-0.098  1.208413  0.021835
0.098  1.194379  0.021928
0.295  1.096260  0.022474
0.491  1.045649  0.024178
0.687  1.052669  0.026657
0.884  1.024415  0.029571
1.080  0.950185  0.033119
1.276  1.043448  0.041379
1.473  0.968225  0.044690
1.669  0.992588  0.043293
1.865  1.027694  0.037182
2.062  1.061519  0.032908
2.258  1.014907  0.028243
2.454  1.043159  0.026206
2.651  0.999250  0.023966
2.847  1.002891  0.023236
3.043  1.042554  0.023222
3.240  1.013361  0.022842
3.436  1.061256  0.023784
3.632  0.996735  0.023918
3.829  1.038815  0.026707
4.025  1.042252  0.029629
4.222  1.049148  0.033255
4.418  1.030090  0.037414
4.614  1.064337  0.044853


5-10 #otimes 3-4 GeV/c
v_{2}^{t}v_{2}^{p}=0.0847 x 0.1056=0.008945
#xi=0.961941#pm0.002320

Dphi  CF  CFerr
-1.473  0.852222  0.144760
-1.276  0.880118  0.113946
-1.080  1.241569  0.118700
-0.884  1.025377  0.092412
-0.687  0.970736  0.085122
-0.491  1.155757  0.084287
-0.295  1.217586  0.081844
-0.098  1.853608  0.094032
0.098  1.902912  0.097374
0.295  1.247211  0.085542
0.491  1.060197  0.085708
0.687  1.077561  0.099094
0.884  1.059488  0.108113
1.080  0.836601  0.110238
1.276  1.244263  0.155124
1.473  1.153249  0.172775
1.669  0.789016  0.127894
1.865  0.931055  0.115092
2.062  1.035645  0.110041
2.258  0.893394  0.089739
2.454  1.062407  0.092669
2.651  1.048558  0.087078
2.847  1.049568  0.084412
3.043  0.970768  0.077962
3.240  1.112925  0.083510
3.436  1.087522  0.084026
3.632  0.966284  0.083161
3.829  1.066288  0.097714
4.025  1.002226  0.101869
4.222  0.912772  0.107863
4.418  0.939526  0.120883
4.614  1.089430  0.159477


5-10 #otimes 4-5 GeV/c
v_{2}^{t}v_{2}^{p}=0.0847 x 0.0897=0.007595
#xi=0.835282#pm0.001792

Dphi  CF  CFerr
-1.473  0.803766  0.335676
-1.276  0.572484  0.236979
-1.080  0.735454  0.226600
-0.884  0.820689  0.206398
-0.687  1.313156  0.246844
-0.491  0.952437  0.190832
-0.295  1.437684  0.221283
-0.098  3.278309  0.320700
0.098  3.448726  0.332605
0.295  1.646560  0.257970
0.491  1.043116  0.210538
0.687  0.983385  0.230431
0.884  1.797061  0.353110
1.080  1.563936  0.404471
1.276  1.417667  0.405211
1.473  1.263353  0.459319
1.669  1.519873  0.498611
1.865  0.914483  0.294932
2.062  0.834499  0.256195
2.258  1.011349  0.243955
2.454  0.915844  0.214391
2.651  1.066958  0.219540
2.847  1.524940  0.259066
3.043  1.401395  0.237429
3.240  1.344000  0.230561
3.436  0.807468  0.188763
3.632  1.067098  0.223364
3.829  0.485228  0.163468
4.025  0.864080  0.227386
4.222  1.215317  0.313455
4.418  1.335596  0.367266
4.614  1.057327  0.382851


5-10 #otimes 5-10 GeV/c
v_{2}^{t}v_{2}^{p}=0.0847 x 0.0843=0.007143
#xi=0.752938#pm0.002130

Dphi  CF  CFerr
-1.473  0.000000  0.000000
-1.276  1.690597  0.505683
-1.080  0.904855  0.307749
-0.884  1.029932  0.292192
-0.687  0.889912  0.251604
-0.491  0.907614  0.238962
-0.295  1.170244  0.245090
-0.098  3.834899  0.414739
0.098  4.755525  0.486923
0.295  1.433736  0.279595
0.491  1.495714  0.297697
0.687  0.607107  0.217472
0.884  1.842597  0.428730
1.080  1.190534  0.407370
1.276  0.818702  0.340228
1.473  0.428793  0.306025
1.669  0.800000  0.406897
1.865  0.635839  0.288339
2.062  0.772716  0.297408
2.258  1.037673  0.306273
2.454  0.928724  0.286728
2.651  1.652432  0.357115
2.847  1.264740  0.279477
3.043  1.063117  0.256462
3.240  0.956812  0.244429
3.436  1.154477  0.271989
3.632  0.892617  0.235556
3.829  1.487521  0.356621
4.025  1.024227  0.291550
4.222  0.926794  0.315190
4.418  0.828887  0.344457
4.614  0.414366  0.295932
